GeneID,Base Mean,log2(FC),stdError,Wald stats,Pval,AdjP,% WT
Dynll2,3047.98909,-0.289637953,0.091187308,-3.17629678,0.001491683,0.048071513,0.818107338
RP24-448C16.5,165.547968,-0.407692089,0.128462165,-3.173635527,0.001505426,0.04839403,0.753828325
Sema5b,58.52623358,0.691739011,0.218132849,3.171182208,0.001518199,0.048683826,1.615229328
Zfhx3,2576.463319,-0.408221429,0.128958267,-3.165531279,0.001548,0.049516894,0.753551788
Dync1li1,1186.611312,-0.254335061,0.080438642,-3.16185175,0.001567694,0.050023325,0.838373452
Mboat2,354.1575349,0.64620234,0.204622924,3.158015367,0.001588472,0.0505618,1.565043047
Grik4,517.3917192,-0.393143828,0.124873526,-3.148336095,0.001642028,0.052010929,0.761468452
Leng8,428.2808262,0.385100508,0.122314394,3.148447978,0.001641399,0.052010929,1.305950765
Mrps34,43.52818363,-0.707919861,0.225400378,-3.140721715,0.001685321,0.052993524,0.612202202
Mt1,431.9338985,0.663362338,0.211135675,3.141877084,0.001678685,0.052993524,1.583769451
Ywhae,3497.773959,-0.244999631,0.077997467,-3.141122923,0.001683014,0.052993524,0.843816012
Ccdc92b,220.9700316,-0.389406772,0.124154519,-3.136468786,0.001709956,0.053394929,0.763443463
Mast4,354.2411945,-0.535628099,0.170778868,-3.136383938,0.001710451,0.053394929,0.689858271
Piezo2,1460.627043,-0.280729882,0.08948522,-3.137164817,0.001705902,0.053394929,0.823174455
Tmpo,93.31700454,0.657746902,0.209901206,3.133602299,0.001726747,0.053774061,1.577616889
Ust,591.022199,0.317039012,0.101305344,3.129538864,0.001750809,0.054392643,1.245771102
Glyr1,470.1878563,-0.626574054,0.200457166,-3.125725394,0.001773671,0.054971068,0.647712704
Ankrd13b,173.7712003,-0.573579011,0.183603139,-3.124015285,0.001784012,0.055159604,0.671947763
Amer2,931.7851337,-0.370173022,0.11870844,-3.118337841,0.001818742,0.055701659,0.773689703
Cpe,3184.558375,-0.366548891,0.117529323,-3.118786708,0.001815974,0.055701659,0.775635698
Ptms,1375.445554,-0.302851357,0.09707875,-3.119646243,0.001810684,0.055701659,0.810648638
RP24-317M4.6,122.3972743,-0.470149179,0.150741932,-3.118901106,0.001815269,0.055701659,0.721889948
Usp20,1571.535544,-0.330126396,0.105964519,-3.115442776,0.00183669,0.056118671,0.795466789
Zfyve9,1003.285605,-0.278602288,0.089470868,-3.113888273,0.001846394,0.056282431,0.824389316
Ikbkb,190.6362014,0.656933468,0.211168776,3.11094036,0.001864926,0.056551557,1.576727634
Rab27a,151.4691611,-0.557569854,0.179259646,-3.110403627,0.001868319,0.056551557,0.679445692
RP23-20G7.4,297.2115181,0.398741879,0.12814975,3.111530684,0.001861201,0.056551557,1.318357718
Adgrl3,737.2925605,-0.39818301,0.12826396,-3.104402905,0.001906635,0.057236123,0.758813363
Fam89a,207.1825007,-0.438840582,0.141304309,-3.105641905,0.001898665,0.057236123,0.737727243
Kmt2a,153.70276,-0.612938484,0.197494494,-3.103572522,0.001911994,0.057236123,0.653863554
Nbeal2,143.2536856,0.728411025,0.234712893,3.103412925,0.001913025,0.057236123,1.656813283
Usf2,266.7970678,-0.419005406,0.134953148,-3.104821288,0.00190394,0.057236123,0.747940076
Stxbp1,4364.059294,-0.226818484,0.073119976,-3.102004371,0.001922151,0.057376656,0.854517247
Htr3a,673.7976683,-0.533503061,0.17208699,-3.100194048,0.001933939,0.057595815,0.690875156
Hp1bp3,906.2831776,-0.260363622,0.084022094,-3.09875189,0.001943377,0.057612009,0.834877468
Phlda3,181.9746127,0.368824926,0.119004937,3.099240543,0.001940174,0.057612009,1.291300638
Shank3,39.59347767,-0.710648323,0.229586979,-3.095333749,0.001965915,0.058147112,0.611045484
Gatsl2,550.950491,-0.445221377,0.143965101,-3.092564619,0.00198435,0.058374165,0.734471605
Magee1,1454.317241,-0.205561176,0.066453097,-3.093327226,0.001979258,0.058374165,0.8672013
Mme,175.2387952,0.56808484,0.183718269,3.092152146,0.00198711,0.058374165,1.482554191
Syn1,3384.506878,-0.358844502,0.116250665,-3.086816774,0.002023123,0.059163777,0.779788886
Vps13d,302.1439822,-0.422549164,0.136865961,-3.087321059,0.002019693,0.059163777,0.746105132
Ccdc149,186.2871616,-0.387628266,0.125663857,-3.084644021,0.002037959,0.059329799,0.764385191
RP24-230J14.5,723.7811884,-0.274949038,0.08913353,-3.084686972,0.002037665,0.059329799,0.826479512
Phactr1,1329.590095,-0.623332076,0.202551599,-3.077398941,0.002088156,0.060519161,0.64916986
Sec14l5,85.87966041,0.618720635,0.201042149,3.077566764,0.002086981,0.060519161,1.535512902
Phf24,14160.62032,-0.39167737,0.127527873,-3.071307954,0.002131232,0.061629715,0.762242857
Igsf9b,532.2713119,-0.362675376,0.118122816,-3.070324507,0.002138263,0.061695318,0.777721013
Prpf6,404.5549244,-0.327014925,0.106626533,-3.066918845,0.002162776,0.062263909,0.79718423
Zfp101,76.248698,-0.711868917,0.232281132,-3.064686785,0.002178981,0.062591339,0.610528726
Ubald1,322.3658009,-0.382979819,0.125025393,-3.063216287,0.002189717,0.062760593,0.766852057
Rusc2,1404.711194,-0.291790489,0.095279391,-3.062472223,0.002195168,0.062777942,0.816887612
Madd,1431.754015,-0.395016362,0.129095027,-3.059888303,0.002214196,0.063182606,0.760480752
Ogn,481.9133761,0.497787681,0.162752068,3.058564405,0.002224003,0.063322977,1.41204658
Plau,53.22392781,-0.587494829,0.192262528,-3.055690747,0.002245427,0.063792785,0.665497509
Adrbk1,313.3451481,-0.415689617,0.136169508,-3.052736417,0.00226765,0.06400307,0.749661066
Ago1,275.7766575,-0.407593594,0.13347558,-3.053694114,0.002260424,0.06400307,0.753879792
Osgin2,75.80591579,0.638741557,0.209201551,3.053235289,0.002263884,0.06400307,1.556970443
Zfp664,916.1017793,-0.351006463,0.115072476,-3.050307713,0.00228607,0.064382693,0.784036942
Arhgap26,1107.348049,-0.404759252,0.132884581,-3.045945952,0.002319495,0.065049456,0.755362332
Cacnb3,2114.152758,-0.357599748,0.11747019,-3.044174435,0.002333198,0.065049456,0.780461976
Gm9818,40.96814849,-0.622410659,0.204355102,-3.045730948,0.002321154,0.065049456,0.649584602
Hdac9,375.6162177,-0.356020369,0.116959556,-3.043961372,0.002334851,0.065049456,0.781316849
RP24-378G4.3,993.066819,-0.431267977,0.141663279,-3.044317348,0.00233209,0.065049456,0.741609702
Hhip,27.51758637,0.720958859,0.237022305,3.041734226,0.002352195,0.065392025,1.648277166
Klf13,1159.094595,-0.414895797,0.136434158,-3.040996504,0.002357966,0.065412089,0.750073669
Rgs7bp,5052.669808,-0.220371912,0.072499208,-3.039645798,0.002368565,0.065565733,0.858344136
Pear1,130.3472364,0.562821076,0.185314234,3.037117354,0.002388524,0.065977259,1.477154854
Parp4,386.5384344,-0.297105093,0.097860219,-3.036014992,0.002397274,0.066078065,0.813883896
Cox15,301.9012506,-0.467561124,0.154181856,-3.032530126,0.002425129,0.066703917,0.723186111
Rmnd5a,316.5852032,0.439034714,0.144810466,3.031788559,0.002431094,0.066726328,1.355696947
Ndst1,775.137978,-0.262265407,0.086579919,-3.02917132,0.002452256,0.066900725,0.833777643
Paqr5,175.4185553,-0.523989271,0.172923165,-3.030185522,0.002444036,0.066900725,0.695446158
Scn9a,5277.250148,-0.233299316,0.077021708,-3.029007317,0.002453587,0.066900725,0.850687219
Strbp,1051.496684,0.365890594,0.120817713,3.028451586,0.002458105,0.066900725,1.288676901
Egr2,32.68253002,0.711641291,0.235149225,3.026339083,0.002475345,0.06722872,1.637666159
Lmna,591.0251864,-0.347812832,0.115001642,-3.024416216,0.002491135,0.06737505,0.785774453
Stac,324.0676635,-0.554139174,0.183209186,-3.024625489,0.002489412,0.06737505,0.681063313
Rab34,32.96049033,0.712542413,0.235690614,3.023210817,0.002501079,0.067503091,1.638689381
Gdi1,1238.223612,-0.249687587,0.082640386,-3.021374897,0.002516296,0.067772587,0.84107853
Rab40c,140.331502,-0.616721481,0.204228133,-3.019767511,0.002529688,0.067851152,0.652151256
RP24-444C13.15,24.54341259,-0.706669874,0.233977836,-3.020242799,0.002525721,0.067851152,0.612732859
Caskin1,1884.596749,-0.396385539,0.131332316,-3.018187388,0.002542916,0.068065037,0.759759367
Ncor2,784.9918425,-0.508249715,0.168474463,-3.016775989,0.002554785,0.06824174,0.703074895
Gm26853,105.908421,0.550068236,0.182629242,3.011939542,0.002595843,0.069195772,1.464154945
Flna,1070.056585,0.354437013,0.117760885,3.009802551,0.002614176,0.069447527,1.278486576
Pfkm,1758.579754,-0.200848461,0.066736162,-3.009589638,0.002616009,0.069447527,0.870038735
Cacna1d,116.895215,0.624836821,0.207858563,3.006067255,0.002646505,0.069685908,1.542036401
Ilkap,111.0949418,0.603125577,0.200577612,3.006943651,0.002638887,0.069685908,1.519003903
Plp1,1276.051718,0.355155315,0.118143098,3.006145271,0.002645826,0.069685908,1.279123279
Shc2,1137.857034,-0.230887211,0.076796353,-3.006486673,0.002642856,0.069685908,0.85211071
Gbx1,22.17973638,-0.686655168,0.228569536,-3.004141236,0.002663317,0.069986341,0.621292624
Spryd3,1259.476668,-0.262922627,0.087578017,-3.00215323,0.002680772,0.070302432,0.833397902
