,Trim on data 8,Trim on data 7,Trim on data 6,Trim on data 5,Trim on data 1,Trim on data 2,Trim on data 3,Trim on data 4
AC151409.1,0.887449874,1.027822803,0,2.236179468,0,1.063978897,1.024079934,0
AC151602.13,1.774899747,7.194759622,2.771171249,3.354269202,9.2038385,6.383873382,12.2889592,3.810533554
AC151602.15,6.739000036,5.950151334,2.721608145,4.258337399,4.827228011,21.68228932,7.714704289,11.51257254
AC151602.4,11.89000858,12.29475888,10.40989788,7.633258281,5.984294915,9.803665471,11.26887677,11.14916397
AC151669.1,0,1.027822803,0,1.118089734,0,1.063978897,0,0.952633389
AC151736.3,1.774899747,7.194759622,0,0,10.22648722,4.255915588,10.24079934,1.905266777
AC151980.4,1.774899747,2.055645606,0,0,2.045297444,1.063978897,3.072239801,0.952633389
AC151986.1,0,1.027822803,0,0,0,0,0,0
AC151999.3,0.887449874,0,0,0,0,0,0,0.952633389
AC151999.4,92.29478687,83.25364706,93.29609871,79.38437111,68.51746439,105.3339108,84.9986345,102.884406
AC152164.1,688.5920356,564.56812,694.4216437,612.5742036,560.6300579,656.5695475,598.5952594,790.4277474
AC152164.2,0,6.166936819,8.313513746,0,3.067946167,7.447852279,6.144479602,12.38423405
AC152164.3,2830.697844,2611.369631,2843.724195,2591.566504,2726.329646,2795.960918,3166.346586,4161.246372
AC152395.2,1.774899747,3.08346841,2.771171249,3.354269202,0,0,0,0
AC152398.1,26.38232095,17.63524699,10.38463306,18.73088546,21.6912361,27.29062521,46.09715071,22.06778835
AC152398.2,1.353153387,4.374140041,1.329125702,0.568275067,0,0.765467868,5.399193477,0
AC152500.2,0,1.027822803,0,0,0,0,0,0
AC152500.4,0,0,2.517498833,1.523610063,4.405773051,2.291915811,1.395503818,1.298144302
AC152939.2,49.70405706,43.8422268,72.84778028,55.24731592,47.84820985,55.5564411,80.89227083,74.322863
AC152939.3,0.887449874,0,0,0,0,0,0,0
AC152939.5,3.514534975,0.451365722,1.627945433,0,2.007958174,2.089607582,10.3973605,0
AC153137.2,0,0,0,0,0,0,0,0
AC153516.2,0,0,0,1.118089734,0,0,0,0
AC153570.2,1.774899747,5.139114016,0,3.354269202,3.067946167,1.063978897,0,4.763166943
AC153570.3,0,0,0,0,0,0,0,0
AC153638.1,1.774899747,0,1.847447499,0,0,0,2.048159867,0
AC153789.1,0,0,0,0,0,0,0,0
AC153919.1,1.720077307,7.968606369,5.371152691,4.334218383,10.90167683,10.68140182,9.974216836,8.308879237
AC153942.2,1.774899747,1.027822803,0,0,0,1.063978897,1.024079934,0.952633389
AC154026.1,1.774899747,1.027822803,0,2.236179468,2.045297444,1.063978897,4.096319735,0
AC154871.1,0,0,0.92372375,0,0,0,0,0
AC154885.2,0.887449874,0,0,0,0,0,0,0
AC154992.1,0,0,0,0,0,0,0,0
AC155158.1,52.35954255,47.27984895,71.12672872,61.49493537,38.86065145,68.09464941,41.98727728,55.25273654
AC155163.2,0.887449874,2.055645606,0.92372375,1.118089734,1.022648722,5.319894485,1.024079934,1.905266777
AC155163.6,0,0,0,0,0,0,1.024079934,0
AC155287.2,0,0,0,1.118089734,1.022648722,0,1.024079934,0
AC155304.3,0,2.055645606,0.92372375,1.118089734,0,1.063978897,1.024079934,0.952633389
AC155316.6,0,1.027822803,1.847447499,3.354269202,0,1.063978897,1.024079934,0.952633389
AC155806.4,9.481870372,4.552540791,5.582089881,3.167374848,8.742198659,4.018782983,7.313274229,1.799108451
AC155933.4,0,0,0,0,1.022648722,0,0,0
AC155937.10,14.10767083,8.971088686,14.41170917,58.5937506,3.719136684,6.191111941,20.80911881,4.850309972
AC155937.2,20.22302532,17.74689583,9.348156029,30.53267745,34.82693617,3.895075431,21.62324908,2.491039542
AC155937.7,1.774899747,1.027822803,3.694894998,1.118089734,4.090594889,2.127957794,3.072239801,0.952633389
AC155937.9,4.868767919,1.879629426,0,0,6.545585666,0,2.809176989,12.26513532
AC156028.2,0,2.202732702,0.989818724,1.198092129,3.562536816,0.926629034,0,3.062390782
AC156554.1,0.887449874,3.08346841,0.92372375,0,3.067946167,3.191936691,1.024079934,0
AC156554.3,1.521024542,1.761613535,2.332210496,0,0.876372768,1.82358245,0.877599264,2.44911652
AC156564.3,0.887449874,0,0,0,0,0,0,0
AC156605.2,1.774899747,0,0,0,0,0,1.024079934,0
AC156992.2,37.2728947,38.02944372,49.88108248,43.60549962,44.99654378,43.62313478,23.55383848,46.67903604
AC157492.1,3.549799495,3.08346841,2.771171249,1.118089734,3.067946167,5.319894485,5.120399669,1.905266777
AC157553.6,0,1.027822803,0,0,3.067946167,2.127957794,0,0
AC157555.1,433.1800513,317.5351692,520.2399984,478.4328572,319.7949479,322.1055855,378.3086662,266.2761698
AC157561.13,12.42429823,0,11.08468499,8.944717872,8.181189778,11.70376787,16.38527894,10.47896727
AC157561.6,0.887449874,2.055645606,6.466066247,6.708538404,4.090594889,5.319894485,5.120399669,2.857900166
AC157561.8,0,1.027822803,0,1.118089734,4.090594889,1.063978897,2.048159867,0.952633389
AC157561.9,72.69368522,87.04647986,133.733641,154.3922411,111.1122925,148.8958596,81.25642308,82.10106295
AC157584.1,0,0,0,0,0,0,0,0
AC157587.1,0.887449874,0,0,0,0,0,0,0
AC157602.2,0,0,0,0,0,0,0,0
AC157606.1,0,0,0,0,0,0,0,0
AC157653.2,0,0,2.771171249,3.354269202,1.022648722,6.383873382,0,3.810533554
AC157659.2,0,0,0,0,0,0,0,0
AC157660.1,0,0,0,0,0,0,0,0
AC157660.3,0,0,0,0,0,0,0,0
AC157660.5,0,0,0,0,0,0,0,0
AC157667.1,285.8128324,263.2785645,238.7245054,288.4432198,267.9619782,251.7970886,321.3979058,343.5813399
AC157761.1,0,0,0,1.118089734,0,0,0,0
AC157774.6,82.63075262,96.42962807,87.03105441,47.9548111,58.84505414,42.72700526,63.4266543,71.22271621
AC157783.1,0,0,0,0,1.022648722,0,0,0
AC157805.1,0.887449874,1.027822803,0.92372375,0,0,1.063978897,0,1.905266777
AC157805.2,0,0,0,1.118089734,0,0,1.024079934,0
AC157924.3,0,3.08346841,2.771171249,0,0,0,0,0
AC157931.3,5.324699242,15.41734205,9.237237496,6.708538404,8.181189778,19.15162015,12.2889592,6.66843372
AC157947.2,0,1.027822803,0,0,0,0,1.024079934,0
AC157947.3,1.774899747,0,0,0,0,0,1.024079934,0.952633389
AC157991.2,1.774899747,2.055645606,0,4.472358936,0,0,3.072239801,1.905266777
AC158114.3,28.37943099,54.31121875,34.18623592,31.77862782,27.87556995,36.63671467,58.02543006,36.38611476
AC158114.4,0,4.111291213,7.389789997,0,0,0,2.048159867,1.905266777
AC158121.1,0,0,0,1.118089734,0,0,2.048159867,0
AC158121.2,45.25994356,45.22420334,39.72012123,50.31403803,32.72475911,28.72743022,43.01135722,29.53163505
AC158136.1,0,1.027822803,0.92372375,0,1.022648722,0,0,0.952633389
AC158162.4,2.662349621,1.027822803,3.694894998,5.59044867,2.045297444,6.383873382,2.048159867,2.857900166
AC158301.1,6.212149116,5.139114016,0.92372375,3.354269202,0,2.127957794,3.072239801,6.66843372
AC158304.5,21.29879697,27.75121569,21.24564624,19.00752548,34.77005656,39.36721919,27.65015821,29.53163505
AC158308.3,0,0,1.847447499,3.354269202,3.067946167,1.063978897,3.072239801,0
AC158352.1,11.23966007,17.4051517,8.774304822,11.74630962,14.03130067,20.18507846,11.88925496,12.06521717
AC158384.4,1.774899747,5.139114016,1.847447499,4.472358936,0,2.127957794,1.024079934,0
AC158552.2,0.887449874,1.027822803,0,0,0,0,0,1.905266777
AC158576.3,0.887449874,0,3.694894998,1.118089734,7.158541056,0,6.144479602,1.905266777
AC158747.2,0,0,0,0,0,0,0,0
AC158763.2,1.774899747,0,1.847447499,2.236179468,0,0,2.048159867,0
AC158776.2,0.887449874,0,0,0,0,0,0,0
AC158782.2,0,0,0,0,0,0,0,0.952633389
AC158782.3,0,0,0,0,0,0,0,0
AC158782.5,0.887449874,0,2.771171249,0,2.045297444,1.063978897,0,0
AC158782.7,1.318889396,3.242686543,19.1573141,0.553885441,1.013210696,11.1312216,8.602868508,19.62275346
AC158782.8,0.887449874,3.08346841,0.92372375,1.118089734,1.022648722,1.063978897,2.048159867,0
AC158786.1,0.887449874,0,0,1.118089734,0,1.063978897,0,0
AC158789.2,0,0,0,0,1.022648722,1.063978897,0,0
AC158898.4,5.324699242,6.166936819,3.694894998,0,6.135892333,6.383873382,6.144479602,2.857900166
AC158901.1,99.39438586,67.83630501,126.5501537,76.03010191,119.6499005,102.1419741,103.4320733,115.26864
AC158958.5,0,0,0,0,0,0,0,0
AC158971.1,1001.62742,1112.791721,594.2229826,185.3562399,1094.844406,168.2557559,628.7107113,173.7165369
AC158994.1,3.549799495,0,0,1.118089734,1.022648722,2.127957794,1.024079934,2.857900166
AC158996.2,0.887449874,2.055645606,1.847447499,1.118089734,3.067946167,0,3.072239801,0
AC158996.3,0,0,0,0,0,0,0,0
AC159003.2,0,0,0,0,0,0,0,0
AC159003.3,0,0,0,0,0,0,0,0
AC159092.1,10.64939848,27.75121569,12.00840874,2.236179468,17.38502828,17.02366235,13.31303914,29.53163505
AC159092.3,0.887449874,0,0.92372375,0,1.022648722,3.191936691,1.024079934,0
AC159126.1,9.020088848,4.581407257,3.376669037,9.419639139,8.655066812,7.568891478,7.594677294,8.017249767
AC159255.3,0,0,0,0,0,0,0,0
AC159257.3,0,0,0.92372375,2.236179468,0,0,0,0.952633389
AC159257.5,176.9636033,125.1807446,178.4539959,152.699348,180.2606608,100.8701645,142.7641303,141.3201618
AC159257.6,15.56526213,6.386247363,24.72760182,19.44351656,10.5097681,6.610898692,9.22859671,15.50080983
AC159266.3,28.41303645,7.013164455,10.35905038,11.44362699,33.49846678,8.814419766,9.78267592,5.85011068
AC159298.2,4.437249369,3.08346841,2.771171249,2.236179468,4.090594889,4.255915588,2.048159867,0
AC159474.3,3.549799495,0,0,0,0,0,4.096319735,0
AC159474.6,0,1.027822803,0,0,1.022648722,0,0,0
AC160088.1,0,0,0,0,0,0,0,0
AC160088.3,0,0,0,0,0,0,0,0
AC160088.4,0,0,0,0,0,0,0,0
AC160088.5,0,0,0,0,0,0,0,0
AC160088.7,0,0,0,0,0,0,0,0
AC160088.8,0,0,0.92372375,1.118089734,0,1.063978897,1.024079934,0
AC160460.2,0,0,0,0,0,0,0,0
AC160526.2,0.235998202,0.819982089,0.491288919,9.609172767,1.631708566,28.17262242,17.07663769,8.433415903
AC160533.2,7.09959899,0,0,0,8.181189778,3.191936691,3.072239801,0
AC160535.1,108.0950145,136.687586,141.1724072,260.0203066,106.2025771,209.1790887,129.85173,164.8402475
AC160535.2,0.70686999,0,0,0,2.023668366,0.847478573,0.815698322,0
AC160545.3,0,0,0,1.118089734,0,0,0,0
AC160545.4,0,0,0,0,0,0,0,0
AC161037.1,0,0,0,2.236179468,0,0,0,0
AC161037.2,0,0,0,0,0,0,0,0
AC161108.2,0,0,0,0,0,0,0,0
AC161108.3,12.65310186,35.22338304,14.75009873,2.086278559,0,35.53986406,29.49954019,5.332645189
AC161119.1,0,0,0,0,0,0,0,0
AC161169.2,0,0,0.92372375,1.118089734,0,0,1.024079934,0.952633389
AC161169.3,0,0,0,0,0,1.063978897,0,0
AC161192.2,0,0,0,0,0,0,0,0
AC161207.1,161.515877,129.5056732,166.2702749,139.7612167,128.853739,147.8930667,145.4193506,165.7582096
AC161207.2,0,3.08346841,0,0,18.407677,0,0,0
AC161218.5,1.774899747,1.027822803,0,1.118089734,1.022648722,1.063978897,2.048159867,0.952633389
AC161228.1,11.53684836,26.72339288,22.16936999,17.88943574,28.63416422,14.89570456,20.48159867,14.28950083
AC161342.2,2.639519729,2.360815475,1.899248753,5.136300806,0,3.520134989,2.60069235,0.632569818
AC161346.2,0.887449874,0,0,0,0,1.063978897,1.024079934,0
AC161348.3,7.09959899,13.36169644,12.93213249,10.06280761,10.22648722,13.83172566,10.24079934,9.526333886
AC161409.1,0,0,0,0,3.067946167,0,0,1.905266777
AC161409.3,0,0,0,0,0,2.127957794,0,0.952633389
AC161409.5,0,0,0,4.472358936,0,1.063978897,0,0
AC161441.7,0,0,0,0,0,0,0,0
AC161510.1,0,2.055645606,4.618618748,2.236179468,1.022648722,2.127957794,0,0
AC161510.2,7.09959899,5.139114016,3.694894998,3.354269202,1.022648722,6.383873382,3.072239801,2.857900166
AC161516.1,3.617743215,3.084305958,2.667632198,1.202771592,1.968879159,0,7.052573877,2.858562996
AC161600.4,0.887449874,2.055645606,0,4.472358936,6.135892333,0,2.048159867,2.857900166
AC161792.1,210.483532,305.3742625,160.6791133,401.9547329,29.5733958,115.5109681,369.8508033,285.5174322
AC161807.1,68.33364028,51.39114016,55.42342497,48.07785856,67.49481567,55.32690265,51.20399669,70.49487076
AC161807.4,7.09959899,9.250405229,11.08468499,13.41707681,4.090594889,7.447852279,9.216719403,8.573700498
AC161807.5,0,0,0,0,0,0,0,0
AC161932.1,0.570814428,0,0,0.719163719,1.97332603,0,11.54520852,0
AC162173.1,0,0,0,0,0,0,0,0
AC162291.2,6.520875395,4.720199294,4.242132182,3.08084605,4.713385923,0.97724869,2.359991187,5.488356737
AC162370.2,1.774899747,1.027822803,1.847447499,1.118089734,1.022648722,1.063978897,2.048159867,0.952633389
AC162442.2,3.502243409,4.867455497,2.187237055,5.294932166,2.079835606,4.327783619,2.424865204,4.511381349
AC162443.1,0.887449874,1.027822803,0,2.236179468,0,1.063978897,2.048159867,1.905266777
AC162528.2,848.2989651,954.3013295,1026.360206,1048.694162,917.2305649,833.1359797,852.4308355,738.2603929
AC162689.1,5.172748433,11.4848391,11.06050245,5.702459885,8.941188791,8.213323732,8.764164896,16.85283392
AC162792.1,4.437249369,0,0.92372375,2.236179468,6.135892333,8.511831176,3.072239801,0
AC162858.2,0,0,0,0,0,0,0,0
AC162893.3,10.9538176,8.155571425,5.700773514,5.914547823,4.508064507,5.628308604,14.83985456,1.679768497
AC162897.3,0,3.08346841,0.92372375,2.236179468,0,0,0,0.952633389
AC162898.6,0,0,0,0,0,0,0,0
AC162916.2,2.918566019,6.760423987,6.075720616,3.677073827,3.815696993,9.481694602,4.265262494,0
AC163013.1,0,0,0.92372375,0,0,1.063978897,0,0
AC163019.3,2.662349621,0,1.847447499,1.118089734,0,0,0,0
AC163027.1,1.774899747,0,0,1.118089734,1.022648722,3.191936691,1.024079934,1.905266777
AC163281.1,0,0,0,0,0,0,0,0
AC163329.3,75.0794882,71.51363808,74.54722956,80.33927589,57.66019892,48.82486112,85.45318885,104.5355673
AC163337.4,0,0,2.771171249,0,3.067946167,3.191936691,3.072239801,1.905266777
AC163345.1,3.549799495,3.08346841,1.847447499,4.472358936,3.067946167,1.063978897,5.120399669,4.763166943
AC163389.1,4.437249369,0,0.92372375,1.118089734,2.045297444,0,3.072239801,0.952633389
AC163434.5,40.86820632,71.65683219,52.02149151,65.44062278,84.75768103,77.32712046,97.07612667,64.15899069
AC163438.1,1.774899747,0,0,0,0,0,2.048159867,0
AC163442.1,490.4042621,471.2698119,424.6862017,367.3751634,510.2563094,308.9874103,392.6578958,503.2371666
AC163442.3,2.662349621,2.055645606,0.92372375,3.354269202,4.090594889,4.255915588,1.024079934,0.952633389
AC163442.5,1.774899747,1.027822803,0,2.236179468,3.067946167,0,4.096319735,0.952633389
AC163616.2,174.6889031,180.1464961,177.3564724,221.6445094,216.6701431,204.30018,205.1125778,218.197545
AC163616.3,0,2.055645606,0,0,1.022648722,1.063978897,0,0
AC163626.4,0,2.055645606,0,1.118089734,0,0,0,0
AC163668.5,0,0,0.92372375,0,0,0,3.072239801,0.952633389
AC163703.7,35.8744824,28.35984472,16.8269585,23.42275706,19.43769532,20.35100341,18.72501055,9.36991804
AC163993.1,8.874498737,8.222582425,5.542342497,10.06280761,5.113243611,12.76774676,10.24079934,8.573700498
AC163993.2,2.66253883,1.839619708,14.49200272,2.001181433,11.8408411,0,2.443894185,3.457123946
AC164000.1,0.887449874,0,0,1.118089734,1.022648722,0,1.024079934,0
AC164004.2,0.887449874,0,0,0,0,0,1.024079934,0
AC164004.3,0,0,0,1.118089734,0,1.063978897,0,0.952633389
AC164004.4,0,0,0,0,0,0,0,0
AC164091.1,0,0,0,1.118089734,0,0,0,0
AC164119.1,0.887449874,0,0,0,1.022648722,0,0,0.952633389
AC164158.1,69.4734483,73.47928669,105.3335219,55.78009025,113.4904847,44.65236516,59.4312938,105.7203932
AC164544.5,4.710582509,1.39595949,2.509150274,1.176568272,4.166796604,0,1.390876032,1.002458198
AC164557.1,0.887449874,1.027822803,5.542342497,4.472358936,1.022648722,0,0,0.952633389
AC164564.3,1.706708969,16.28745075,15.00129503,2.150266549,0.49167953,25.62882149,15.05648771,13.14572416
AC164564.8,0,0,0,0,0,1.063978897,0,0
AC164607.1,13.31174811,0,0,5.59044867,5.113243611,0,0,0
AC164619.1,2.662349621,4.111291213,2.771171249,0,1.022648722,0,2.048159867,0.952633389
AC164619.2,0.887449874,1.027822803,0,1.118089734,0,3.191936691,2.048159867,2.857900166
AC164640.1,0,0,0,0,1.022648722,0,0,0.952633389
AC164643.1,0,0,0,1.118089734,0,0,0,0
AC164700.1,0,0,0,0,0,0,0,0
AC164703.3,150.8664785,152.1177749,161.6516562,125.2260502,142.1481724,146.8290878,139.274871,165.7582096
AC165086.3,514.7318139,618.1499314,597.8482379,500.7180223,525.8786992,521.4259134,572.9477049,512.322469
AC165089.2,0,3.08346841,0,2.236179468,1.022648722,1.063978897,0,0.952633389
AC165143.1,0,0,0.92372375,0,1.022648722,0,0,1.905266777
AC165975.3,0,0,0,0,0,0,0,0.952633389
AC166039.1,0,0,0,0,0,0,0,0
AC166063.4,0,1.027822803,0,0,0,0,0,0
AC166328.1,547.1371164,844.683989,542.4999847,929.2369672,714.3769233,438.2853411,593.5608378,694.352872
AC166332.1,144.1758875,88.88326892,131.9615835,125.5051465,128.3758776,113.4141461,116.388327,112.5333788
AC166710.3,8.874498737,15.41734205,11.08468499,12.29898707,18.407677,9.575810074,16.38527894,13.33686744
AC166747.3,1.774899747,2.055645606,2.771171249,0,1.022648722,3.191936691,4.096319735,0.952633389
AC166938.2,2.662349621,1.027822803,0.92372375,1.118089734,3.067946167,4.255915588,7.168559536,2.857900166
AC167036.10,0,0,0,0,0,0,0,0
AC167036.11,0,0,0,0,0,0,0,0
AC167036.13,0,0,0,4.472358936,0,0,0,0.952633389
AC167036.2,0,2.055645606,0,0,4.090594889,1.063978897,0,0
AC167036.3,2.343507155,0,0,0,1.350264769,0,0.587420291,0
AC167036.4,1.991335753,0,4.226743878,0,0,1.111375897,1.531945293,0.712533362
AC167036.6,0,0,0,0,1.022648722,0,0,0
AC167036.9,7.09959899,25.69557008,21.24564624,22.36179468,16.36237956,17.02366235,31.74647795,20.95793455
AC167117.2,0,1.027822803,0.92372375,0,0,0,0,0
AC167121.2,0,1.027822803,0,0,0,0,0,0
AC167245.5,3.282543734,3.801762107,0,1.03391148,2.836967969,3.935498065,0.946979449,1.523651393
AC167245.6,0,0,1.214379881,0,1.344432288,0,0,0.551189443
AC167419.1,0.887449874,0,0,0,1.022648722,1.063978897,0,0
AC167658.2,0,0,0,0,0,0,0,0
AC167815.1,121.45395,132.2770884,117.7244674,136.7072196,155.6062775,120.5138724,124.3735854,137.8569642
AC167976.4,0,0,0,0,0,0,0,0
AC168051.1,47.54050809,51.98807045,71.67372543,49.63719233,41.31199639,34.79589117,97.46876883,59.56468443
AC168068.2,0.887449874,0,0.92372375,0,1.022648722,0,1.024079934,0
AC169384.1,0,0,0,0,0,0,0,0
AC170749.1,0,0,0,0,0,0,0,1.905266777
AC170806.5,1.774899747,0,1.847447499,1.118089734,0,1.063978897,0,0
AC170806.6,5.353421512,7.021570974,4.466181794,1.255870812,6.279020107,3.585275853,0,1.555343775
AC170869.2,0,0,0,0,0,0,0,0
AC171271.1,2.662349621,0,0.92372375,2.236179468,0,0,1.024079934,0.952633389
AC171273.3,4.700748693,4.087079854,22.83017791,59.41001328,8.130883511,7.052996259,7.463698249,13.63364064
AC171318.1,2.662349621,0,0.92372375,2.236179468,0,0,0,0.952633389
AC171404.1,0,0,0,0,0,0,0,0
AC171680.2,0,0,0,0,0,0,0,0
AC171680.3,0,0,0,0,0,0,0,0
AC171684.1,0,0,0,0,0,0,0,0
AC175113.2,0,0,0.92372375,0,0,1.063978897,0,0
AC184052.2,0,0,0,0,0,0,0,0
AC188461.2,0,0,0,1.118089734,0,0,1.024079934,0
AC188461.3,0.887449874,0,0,0,0,1.063978897,0,0
Acaa1a,116.9104712,50.37549004,80.94514041,153.7212628,132.2862005,158.1193746,146.3368632,192.5415954
Acaa1b,0,0.750521025,0.674507408,1.632868721,3.24866996,2.330767122,0.747787964,5.778080742
Acaa2,208.5507203,181.9246362,224.4648711,191.1933445,192.2579598,215.9877161,191.5029476,251.4952146
Acaca,128.1597072,118.9979551,122.6818939,86.98720199,147.3849281,132.5878498,119.7464036,142.272812
Acacb,33.45611068,30.68994673,39.50974074,15.83142234,68.95578164,39.7906615,48.31640352,11.40949773
Acad10,19.63339342,58.28674936,27.45555118,41.05290323,38.50147972,64.46418814,51.64081987,26.3004359
Acad11,45.14792437,100.7734828,69.58747713,38.64614945,116.0134111,32.77244128,29.28065761,129.5000925
Acad12,21.7433449,10.65327945,6.875343131,0,0,7.153452131,1.278726404,11.61879959
Acad8,126.080562,119.5835463,132.568463,124.3033097,147.7827259,159.1669728,155.9060983,165.99713
Acad9,115.0401777,132.1806325,174.2606987,143.5706298,100.9910425,117.0826614,124.9966651,145.2751957
Acadl,586.5764323,430.2118323,627.3454304,465.9985156,501.1501827,535.1446995,474.4801494,470.9509903
Acadm,84.01191692,78.779054,82.35847562,55.42643719,82.55707973,97.60113573,97.81256716,71.11449671
Acads,21.7857024,1.556232009,25.8495095,21.70960488,4.161905884,12.1181838,1.860677892,24.43250461
Acadsb,183.6919623,153.3432541,149.2469423,120.770056,168.3361794,107.6549209,122.2046581,143.0397541
Acadvl,383.3236799,317.7271093,355.914192,397.9608803,446.2483493,385.6639445,294.5542901,398.3654165
Acan,14.19919798,17.47298765,13.85585624,11.18089734,13.29443339,10.63978897,11.26487927,18.10003438
Acap1,3.915018265,6.021070585,3.561442569,3.076845454,4.511453035,4.564492824,5.776675339,6.560915725
Acap2,459.8175524,475.3632626,550.2604343,458.481373,442.2834125,449.7007192,388.426203,473.6985183
Acap3,619.2404688,575.5034435,822.5180218,408.2455101,393.1838318,580.0824405,529.4335247,506.5966043
Acat1,582.0712257,557.1432883,538.213,545.8697883,663.5999932,412.9481817,502.5231931,547.2720816
Acat2,124.7097774,146.6289506,249.0235298,305.3935763,151.2283731,192.9808495,246.0082474,240.3364957
Acat3,1.332724146,0,4.384378316,0,0,2.525043882,3.874499141,0
Acbd3,464.169808,476.856133,480.5037602,493.1225454,446.9269391,433.9766823,415.5860091,418.3251729
Acbd4,294.817745,278.0275711,302.9355916,372.1334083,250.5525309,281.6139325,236.0902001,293.5481683
Acbd5,739.5735469,596.4900394,652.8987776,706.8281705,579.1233502,588.6778824,637.0116933,623.1961181
Acbd6,160.3220229,162.0244977,124.1931869,138.7080162,109.5533122,134.8561422,135.5797124,136.3860427
Acbd7,2.674451303,1.032494761,1.836309841,1.123171999,2.032967013,2.137630403,0,3.787561091
Accs,52.9691608,40.17308175,70.05103766,38.45038053,38.98021156,55.13032137,77.64926299,58.87310989
Accsl,1.26496015,2.905086195,0.987498366,9.755826809,0.728835464,5.580846423,6.446744974,5.584169602
Acd,114.9847913,89.37055627,111.2374126,107.8933781,88.67126651,108.8667805,91.53575243,106.8556118
Ace,0,35.86140354,0.779664078,9.179029469,26.2876131,16.51819521,21.01812494,6.155354858
